,Nombre tienda,Precio,Disponibilidad
https://www.ludonauta.es/juegos-mesas/animix-park-2020,"['Juegos de la Mesa Redonda', 'Tablerum', 'Dungeon Marvels', 'Bandua Wargames', 'Mathom', 'DracoTienda', '¿Jugamos una?', 'El Bazar de Iglesias', 'Crash Comics']","['10,37', '14,35', '14,38', '14,38', '14,39', '14,39', '15,95', '15,99', '15,99']","['En stock', 'En stock', 'En reposición', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/amun-re-el-juego-de-cartas-2017,"['Avalon', 'Play Planet', 'Juegakens', 'Espacio de Juegos', 'Mono de Juegos', 'Customeeple', 'Dungeon Marvels', 'DracoTienda', 'Turol Games', 'Quinto Elemento', 'Buy Meeples', 'Bandua Wargames', 'Genex Comics', 'Cartoon Corp']","['9,95', '10,00', '12,95', '16,00', '16,90', '17,85', '17,95', '17,95', '17,95', '17,95', '17,95', '17,96', '18,95', '20,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En reposición', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/ruidos-en-la-noche-2018,"['¿Jugamos Otra?', '¿Jugamos una?', 'DracoTienda', 'Planeton Games', 'Dungeon Marvels']","['19,75', '19,80', '19,80', '19,80', '19,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta']"
https://www.ludonauta.es/juegos-mesas/neoville-2021,"['Play Planet', 'FDGames', 'Generación X', 'Avalon', '¿Jugamos Otra?', 'Planeton Games', 'Estalia Córdoba', 'DracoTienda', 'Juegakens', '¿Jugamos Otra?', 'Ludosaurus', 'Juegos de la Mesa Redonda', 'Buy Meeples', 'Planeta Rebelde', '¿Jugamos una?', 'Espacio de Juegos', 'Amazon', 'Dungeon Marvels', 'Distrito Zero', 'EGD Games', 'E-minis', 'Shuriken64', 'Turol Games', 'Alcalá Comics']","['10,00', '12,10', '12,15', '13,48', '16,15', '16,20', '16,20', '16,20', '17,55', '18,85', '19,00', '20,21', '22,91', '22,91', '22,91', '22,95', '23,05', '24,30', '24,30', '24,30', '25,65', '26,95', '27,00', '27,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/munchkin-7-orgullo-munchkin-2008,"['MasQueOca', 'E-minis', 'Cartoon Corp']","['8,95', '15,19', '15,99']","['En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/fairy-trails-2020,"['Mathom', 'Rampi Games', 'Planeta Rebelde', 'Espacio de Juegos', 'Seguir Jugando', 'Quinto Elemento', 'Play Planet', 'Buy Meeples', '¿Jugamos una?', 'DracoTienda', 'Dungeon Marvels', 'LudusBelli', 'EGD Games', 'Generación X', 'Comic Stores', 'Kubekings', 'Kame Kame', 'Ágora Comic', 'Turol Games', 'Dungeon Marvels']","['8,00', '11,69', '11,95', '12,75', '13,00', '13,15', '13,41', '13,46', '13,46', '13,50', '13,50', '13,50', '13,50', '13,50', '14,20', '14,85', '15,00', '15,00', '15,00', '17,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/deadwood-2011,"['Arigatô Sevilla', 'Mathom', 'EGD Games', 'Avalon', 'Padis', 'Turol Games', 'Comic Stores', 'Planeton Games', 'Crash Comics', 'MasQueOca']","['10,50', '11,00', '15,00', '17,48', '29,95', '31,45', '33,20', '34,95', '34,95', '34,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/una-columna-de-fuego-2017,"['EGD Games', 'Juegos de la Mesa Redonda', 'Arigatô Sevilla', 'Play Planet', 'Cartoon Corp', 'Comic Stores', 'Espacio de Juegos', 'Mathom', 'Shuriken64', 'Avalon', 'MasQueOca', 'DracoTienda', 'Dungeon Marvels', 'Turol Games', '¿Jugamos Otra?', 'Juegame Store', 'FreakMondo', 'Crash Comics']","['24,00', '24,72', '28,00', '29,19', '31,50', '33,71', '38,25', '39,60', '39,95', '39,95', '40,49', '40,50', '40,50', '40,50', '40,50', '40,50', '44,95', '45,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/mixmo-2009,"['¿Jugamos una?', 'Espacio de Juegos', 'Padis', 'Planeta Rebelde', 'Kubekings', 'EcoMimos', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', 'Bandua Wargames', 'Mathom', 'Cartoon Corp', 'Magia de Tinta', 'DracoTienda', 'EGD Games', 'Alcalá Comics', 'Comic Stores', 'E-minis', 'Turol Games', 'Amazon', 'Planeton Games', 'Amazon']","['15,37', '15,39', '15,99', '17,56', '17,95', '19,50', '19,76', '19,79', '19,79', '19,79', '19,95', '19,95', '19,95', '19,99', '20,00', '20,85', '20,89', '21,99', '21,99', '21,99', '26,55']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/el-tesoro-de-los-dragones-2018,"['DracoTienda', 'Estalia Córdoba', 'Espacio de Juegos', 'EGD Games', 'Quinto Elemento', 'LudusBelli', 'Kubekings', 'Mathom', 'E-minis', 'Comic Stores', 'Dungeon Marvels', 'Kinuma', 'Avalon']","['12,50', '15,25', '15,25', '16,15', '16,15', '16,15', '16,15', '16,16', '17,05', '17,05', '17,95', '17,95', '19,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/monkidu-2016,"['EcoMimos', 'EGD Games', 'Juegos de la Mesa Redonda', 'Estalia Córdoba', 'Quinto Elemento', '¿Jugamos Otra?', 'Mathom', '¿Jugamos una?', 'Dungeon Marvels', 'Mi Juego Bonito', 'Shuriken64', 'Amazon', 'Turol Games', 'Juguetes Kiddyland']","['11,50', '11,65', '12,71', '12,95', '13,10', '13,45', '13,46', '13,46', '13,46', '13,46', '13,95', '14,93', '14,95', '14,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/contrast-2017,"['Buy Meeples', 'MasQueOca', 'Cartoon Corp', 'Dungeon Marvels', 'Shuriken64', 'Turol Games', 'Alcalá Comics', 'Juegame Store']","['8,95', '11,21', '11,24', '14,90', '14,95', '14,99', '14,99', '15,00']","['En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/lok-n-roll-2019,"['Padis', 'Comic Stores', 'MasQueOca', 'EcoMimos', 'Ludokubo', 'Play Planet', 'Kubekings', 'Espacio de Juegos', 'Quinto Elemento', 'Empire Games', 'DracoTienda', 'LudusBelli', '¿Jugamos Otra?', 'Mathom', 'EGD Games', 'Planeton Games', '¿Jugamos una?', 'Dungeon Marvels', 'Distrito Zero', 'Mono de Juegos', 'E-minis', 'Generación X', 'Seguir Jugando', 'Buy Meeples', 'Estalia Córdoba', 'Kinuma', 'Kame Kame', 'Ágora Comic']","['12,00', '12,76', '13,99', '14,20', '14,23', '14,31', '14,35', '14,35', '14,35', '14,35', '14,35', '14,35', '14,35', '14,35', '14,35', '14,36', '14,36', '14,36', '14,36', '14,95', '15,15', '15,15', '15,95', '15,95', '15,95', '15,95', '15,95', '15,95']","['En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/dicium-2018,['Dungeon Marvels'],"['39,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/inventores-legendarios-2016,"['¿Jugamos Otra?', 'Buy Meeples', 'Juegos de la Mesa Redonda', 'Magia de Tinta', 'Shuriken64', 'Mono de Juegos', 'Dragones y Losetas', 'Distrito Zero', 'Alcalá Comics', 'Juegos de mesa y rol', 'Comic Stores', 'E-minis', 'Bandua Wargames', 'DracoTienda', 'Crash Comics', 'MasQueOca']","['19,94', '19,94', '20,97', '24,50', '24,95', '25,59', '26,00', '29,71', '29,99', '33,20', '33,20', '33,24', '34,95', '34,99', '34,99', '34,99']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/ni-no-kuni-ii-the-board-game-2019,"['¿Jugamos una?', 'Dungeon Marvels']","['29,75', '31,50']","['En stock', 'En reposición']"
https://www.ludonauta.es/juegos-mesas/exoplanets-2015,['Dungeon Marvels'],"['36,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/clippers-2002,['MasQueOca'],"['29,99']",['En pre-venta']
https://www.ludonauta.es/juegos-mesas/ancient-civilizations-of-the-inner-sea-2019,"['Planeton Games', 'MasQueOca', 'Dungeon Marvels', 'Mathom', '¿Jugamos una?', 'DracoTienda']","['62,47', '68,25', '72,95', '74,80', '76,46', '76,50']","['En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/world-monuments-2016,"['Dungeon Marvels', 'Juegos de la Mesa Redonda']","['24,95', '26,37']","['En reposición', 'En stock']"
https://www.ludonauta.es/juegos-mesas/zombicide-undead-or-alive-gears-guns-2023,"['Los Juegos de Sauron', 'Rampi Games', 'Santuario Games', 'Planeta Rebelde', 'Play Planet', 'Dungeon Marvels', 'MasQueOca', 'EGD Games', 'Estalia Córdoba', 'LudusBelli', 'E-minis', 'Quinto Elemento', 'DracoTienda', 'Comic Stores', 'Empire Games', '¿Jugamos una?', 'Player vs Player', 'Amazon', 'Padis', 'Kame Kame', 'Turol Games', '3meeples', 'Planeton Games', 'Dungeon Marvels']","['39,90', '39,99', '42,45', '42,46', '44,91', '44,99', '44,99', '44,99', '44,99', '44,99', '44,99', '45,00', '45,00', '47,45', '49,95', '49,95', '49,95', '49,99', '49,99', '49,99', '49,99', '49,99', '50,00', '55,76']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/happy-little-dinosaurs-2021,"['Bandua Wargames', 'Customeeple', 'Dungeon Marvels', 'Arcadia Comics Online', 'EGD Games', 'Magia de Tinta', 'MasQueOca', 'Comic Stores', 'Play Planet', 'Ludosaurus', 'Planeta Rebelde', 'Padis', 'El Bazar de Iglesias', 'DracoTienda', 'Dungeon Marvels', 'Don Dino', 'Amazon', 'Amazon', 'Amazon']","['16,35', '19,64', '19,78', '19,80', '19,80', '19,95', '19,99', '20,85', '21,90', '21,90', '21,95', '21,99', '21,99', '21,99', '22,95', '22,99', '24,78', '32,69', '32,93']","['En pre-venta', 'En reposición', 'En reposición', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/a-song-of-ice-fire-tabletop-miniatures-game-bolton-bastar-2018,"['Dungeon Marvels', 'Bandua Wargames']","['26,91', '26,99']","['En pre-venta', 'En pre-venta']"
https://www.ludonauta.es/juegos-mesas/6-castelos-2019,"['¿Jugamos una?', 'Dungeon Marvels', 'Comic Stores', 'Estalia Córdoba', 'E-minis', 'Alcalá Comics', 'Avalon']","['21,21', '22,50', '23,70', '31,40', '35,10', '36,95', '36,95']","['En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/basilica-2010,"['MasQueOca', 'Comic Stores']","['22,50', '23,70']","['En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/tantrix-1991,['Mi Juego Bonito'],"['32,95']",['En stock']
https://www.ludonauta.es/juegos-mesas/ekonos-2022,"['FDGames', 'Rampi Games', 'Magia de Tinta', 'MasQueOca', 'Play Planet', 'Mathom', 'DracoTienda', '¿Jugamos Otra?', 'Dungeon Marvels', '¿Jugamos una?', 'Juegakens']","['26,55', '31,99', '32,95', '33,95', '34,11', '34,15', '34,15', '34,15', '34,16', '34,16', '36,05']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/feudality-2011,"['MasQueOca', 'Amazon']","['48,59', '53,43']","['En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/threason-2021,"['Dungeon Marvels', 'Comic Stores', 'Turol Games']","['10,80', '11,35', '12,00']","['En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/skytear-winterdeep-2020,"['Juegos de la Mesa Redonda', '¿Jugamos una?', 'Generación X', 'Bandua Wargames', 'Mathom', 'Dungeon Marvels', 'DracoTienda', 'Espacio de Juegos', 'Kubekings', 'Comic Stores', 'Turol Games', 'Turol Games', 'Turol Games']","['17,97', '20,97', '22,50', '26,60', '26,95', '27,00', '27,00', '27,00', '27,00', '29,40', '30,00', '34,00', '34,00']","['En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/cancion-de-hielo-y-fuego-heroes-lannister-ii-2019,"['Bandua Wargames', 'Dungeon Marvels', 'Turol Games', 'Turol Games', 'Turol Games']","['26,99', '29,90', '29,99', '39,99', '43,00']","['En pre-venta', 'En reposición', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/relationship-tightrope-1999,['Planeton Games'],"['11,61']",['En stock']
https://www.ludonauta.es/juegos-mesas/adventure-mart-2020,"['¿Jugamos una?', 'Juegakens']","['18,87', '19,45']","['En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/uk-otoa-2021,['Dungeon Marvels'],"['27,50']",['En reposición']
https://www.ludonauta.es/juegos-mesas/circo-maldito-2021,"['Juegakens', 'FDGames', 'Tablerum', 'Juegos de la Mesa Redonda', '¿Jugamos una?', 'Rampi Games', 'EGD Games', '¿Jugamos Otra?', 'MasQueOca', 'DracoTienda', 'Dungeon Marvels', 'Planeton Games', 'Ludokubo', 'Generación X', 'Turol Games', '¿Jugamos una?', 'DracoTienda', 'E-minis']","['17,55', '20,45', '21,20', '21,21', '21,21', '21,90', '22,45', '22,45', '22,49', '22,50', '22,50', '22,50', '22,76', '23,75', '25,00', '26,06', '26,95', '28,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/not-enough-mana-2022,['Dungeon Marvels'],"['28,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/philosophia-floating-world-2021,['DracoTienda'],"['89,95']",['En stock']
https://www.ludonauta.es/juegos-mesas/robin-hood-y-sus-alegres-companeros-2018,"['EGD Games', 'Play Planet', 'Espacio de Juegos', 'EcoMimos', 'Comic Stores', 'El Dado Negro', 'Dungeon Marvels', 'DracoTienda', 'Player vs Player', '¿Jugamos una?', 'EGD Games', 'Kubekings', 'Crash Comics', 'Turol Games', 'FreakMondo', 'Ágora Comic', 'Kame Kame', 'Buy Meeples', 'Dungeon Marvels']","['29,00', '32,95', '48,00', '50,95', '50,96', '50,96', '52,95', '53,95', '53,95', '53,96', '54,00', '58,95', '59,95', '59,95', '59,95', '60,00', '60,00', '67,95', '69,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición']"
https://www.ludonauta.es/juegos-mesas/50-pistas-el-pendulo-de-los-muertos-2019,"['¿Jugamos una?', 'Quinto Elemento', '¿Jugamos Otra?', 'EGD Games', 'DracoTienda', 'Empire Games', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', 'Juegame Store', 'Mathom', 'Generación X', 'Comic Stores', 'Play Planet', 'Modgame', 'Turol Games', 'El Bazar de Iglesias']","['10,47', '12,70', '13,44', '13,45', '13,45', '13,45', '13,46', '13,46', '13,46', '13,46', '14,20', '14,20', '14,90', '14,95', '14,95', '14,96']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/munchkin-pathfinder-2013,['Amazon'],"['20,69']",['En reposición']
https://www.ludonauta.es/juegos-mesas/la-stanza-2019,"['EGD Games', '¿Jugamos Otra?', 'SomosJuegos', 'Juegos de la Mesa Redonda', '¿Jugamos Otra?', 'MasQueOca', 'Magia de Tinta', 'Espacio de Juegos', 'EGD Games', 'Dungeon Marvels', 'DracoTienda', 'Distrito Zero', '¿Jugamos una?', 'FreakMondo', 'Crash Comics', 'Turol Games', 'Dungeon Marvels']","['40,00', '44,95', '54,95', '62,97', '64,95', '72,89', '73,95', '76,50', '76,50', '81,00', '81,00', '81,00', '84,96', '89,95', '90,00', '90,00', '111,56']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/android-netrunner-escalada-2016,"['Mathom', 'Estalia Córdoba', 'DracoTienda']","['9,42', '10,50', '13,46']","['En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/dragon-market-2019,['Dungeon Marvels'],"['24,50']",['En reposición']
https://www.ludonauta.es/juegos-mesas/little-factory-2020,"['Mathom', 'Juegakens', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', 'Distrito Zero', 'Quinto Elemento', 'Play Planet', 'Tablerum', 'Espacio de Juegos', '¿Jugamos una?', 'DracoTienda', 'Dungeon Marvels', 'Comic Stores', 'Kubekings', 'E-minis', 'Ágora Comic', 'Kame Kame', 'Turol Games', 'Seguir Jugando']","['9,00', '11,75', '12,57', '14,50', '15,30', '15,30', '15,30', '15,30', '15,30', '16,16', '16,20', '16,20', '16,63', '16,85', '17,10', '17,95', '18,00', '18,00', '100,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/zombies-6-a-dos-metros-bajo-tierra-2007,"['Juegos de la Mesa Redonda', 'DracoTienda', 'DracoTienda', 'Magia de Tinta', 'Comic Stores', 'E-minis', 'MasQueOca', 'MasQueOca', 'Crash Comics', 'Amazon']","['10,61', '11,97', '11,97', '13,50', '14,20', '14,20', '14,35', '14,90', '14,95', '20,50']","['En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En reposición']"
https://www.ludonauta.es/juegos-mesas/voces-en-mi-cabeza-2022,"['Empire Games', 'Juegakens', 'LudusBelli', 'Juegos de la Mesa Redonda', 'Buy Meeples', 'Play Planet', 'El Dado Negro', 'Comic Stores', 'Espacio de Juegos', 'Distrito Zero', 'Juegakens', 'EcoMimos', 'Mathom', 'SomosJuegos', 'Arcadia Comics Online', 'Dungeon Marvels', 'Bandua Wargames', 'MasQueOca', 'Quinto Elemento', 'Mono de Juegos', 'EGD Games', 'Amazon', 'Tablerum', 'Juegame Store', '¿Jugamos Otra?', 'Shuriken64', '¿Jugamos una?', '3meeples', 'Ocio Central', 'Homelands', 'Crash Comics', 'El Bazar de Iglesias', 'Turol Games', 'Doctor Panush', 'Planeton Games', 'DracoTienda', ""N'Only Games""]","['23,95', '25,95', '27,99', '31,96', '31,96', '33,91', '33,96', '33,96', '33,99', '33,99', '34,00', '35,15', '35,19', '35,20', '35,99', '35,99', '35,99', '35,99', '36,00', '36,95', '36,99', '38,39', '39,90', '39,95', '39,95', '39,95', '39,95', '39,95', '39,95', '39,99', '39,99', '39,99', '39,99', '39,99', '39,99', '39,99', '39,99']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/conqueror-final-conquest-2020,"['Dungeon Marvels', 'Quinto Elemento']","['48,95', '49,50']","['En reposición', 'En stock']"
https://www.ludonauta.es/juegos-mesas/18mag-hungarian-railway-history-2021,['MasQueOca'],"['69,99']",['En stock']
https://www.ludonauta.es/juegos-mesas/fantastic-park-2017,"['MasQueOca', 'DracoTienda', 'Estalia Córdoba', 'Espacio de Juegos', 'Comic Stores', 'Dungeon Marvels', 'Planeton Games', 'Mathom', 'E-minis', 'Modgame']","['12,48', '17,45', '17,45', '19,96', '21,21', '22,46', '22,46', '22,46', '23,70', '24,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/carthago-merchants-guilds-2017,"['¿Jugamos Otra?', 'Juegos de la Mesa Redonda', 'Amazon', 'Dungeon Marvels', 'Juegos de la Mesa Redonda', 'Amazon']","['19,96', '23,80', '26,99', '30,95', '31,50', '33,00']","['En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/phoenicia-2007,"['EGD Games', 'Amazon', 'MasQueOca']","['19,00', '29,63', '33,71']","['En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/enigma-2012,['Dungeon Marvels'],"['35,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/jerusalem-2010,"['MasQueOca', 'Comic Stores', 'Crash Comics', 'Turol Games']","['33,95', '37,95', '39,90', '50,00']","['En stock', 'En pre-venta', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/cronicas-de-avel-nuevas-aventuras-2022,"['Tablerum', 'Rampi Games', 'EcoMimos', 'Los Juegos de Sauron', 'Comic Stores', 'Mathom', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', 'LudusBelli', 'E-minis', 'Bandua Wargames', 'DracoTienda', 'EGD Games', 'Quinto Elemento', 'Santuario Games', '¿Jugamos una?', 'Amazon', 'Turol Games', 'Juegakens', '3meeples', 'Cuarto de Juegos', 'Kame Kame', 'Turol Games']","['31,99', '33,90', '33,95', '33,95', '33,96', '35,19', '35,96', '35,99', '35,99', '35,99', '35,99', '35,99', '35,99', '36,00', '36,99', '39,95', '39,98', '39,99', '39,99', '39,99', '39,99', '39,99', '45,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/super-gatos-2019,"['Mathom', 'Padis', 'DracoTienda', 'LudusBelli', 'Dungeon Marvels', 'EcoMimos', 'Turol Games', 'Comic Stores', 'Play Planet', 'Warmus Games', 'EGD Games', 'Espacio de Juegos', 'Mi Juego Bonito', 'SomosJuegos', 'E-minis', 'Magia de Tinta', 'Ágora Comic', 'Kame Kame', 'Dungeon Marvels', 'Turol Games', 'Kubekings']","['7,00', '9,00', '10,35', '10,45', '11,95', '11,95', '11,99', '12,71', '13,41', '13,45', '13,45', '13,45', '13,46', '13,50', '14,20', '14,50', '14,95', '14,95', '14,95', '14,95', '14,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/kaosball-the-fantasy-sport-of-total-domination-2014,"['¿Jugamos Otra?', 'Amazon']","['64,95', '65,33']","['En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/bohnroschen-2007,['MasQueOca'],"['9,71']",['En stock']
https://www.ludonauta.es/juegos-mesas/allegra-2020,"['Tablerum', 'Mathom', '¿Jugamos una?', 'Dungeon Marvels', 'Juegakens', 'Kinuma']","['10,15', '10,75', '10,76', '10,76', '11,95', '13,45']","['En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/dragones-de-fuego-2013,['Elkar'],"['31,10']",['En stock']
https://www.ludonauta.es/juegos-mesas/legendary-creatures-2018,"['SomosJuegos', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', 'DracoTienda']","['24,95', '28,64', '40,95', '46,95']","['En stock', 'En stock', 'En reposición', 'En stock']"
https://www.ludonauta.es/juegos-mesas/catan-junior-2007,"['Arcadia Comics Online', 'Kame House Almería']","['27,00', '29,95']","['En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/snowman-dice-2019,"['Comic Stores', 'Dungeon Marvels', '¿Jugamos una?', 'DracoTienda', 'Mathom', 'Generación X', 'E-minis', 'E-minis']","['14,41', '14,95', '15,25', '15,25', '15,25', '16,10', '16,10', '16,10']","['En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
